Category;Value
D;416809.80353136844
B;228753.07751575037
C;954697.0830135043
C;395448.23584833596
C;396768.82364313374
C;515639.27164046786
D;37912.18337442988
C;609462.5041259447
A;177783.9770171478
B;864510.0994251785
A;152120.63559203994
D;933143.4636492555
B;317412.80736641376
A;432254.1465502492
A;839998.4492443833
A;108434.04730473684
A;235078.3890038775
A;162285.51318657654
C;550051.9381891867
A;735717.9802199857
A;972081.3260499892
A;381146.30070087756
C;480893.9533009971
C;92474.73757193855
B;671157.6163485995
A;641205.3315504895
B;808760.8949303937
D;513620.52859399735
C;324026.8799682798
A;419994.02930247044
A;646200.5071915733
D;89510.53983006519
B;269463.599716699
A;447545.0471589438
B;372696.66330212116
A;797841.4259269441
B;454657.1871068199
D;401969.9740917621
A;777101.8485639137
C;443884.05625137617
D;244957.57563701423
D;677815.4818178349
C;139437.71003065666
C;401410.75152935507
D;859139.0384414023
C;311823.3305892745
B;227587.3913174849
D;522354.1574242004
B;265935.5124756024
D;313610.9277192295
A;914930.2055385422
D;572102.8297191886
A;737808.0527585272
C;958759.5699167092
A;925734.03666601
B;259998.5559857492
B;143856.76146279354
D;881857.1992889723
B;941301.262544657
D;639050.1863781847
A;971730.4499453631
C;447339.107879056
C;708571.7744840033
C;503259.71777848987
A;485514.7597050293
C;857565.6089157728
C;517165.70510579186
D;54046.2821081982
C;381431.4473710494
B;660412.3221487548
D;853773.8870335565
B;933803.5389852084
B;228701.1396737643
A;966404.9264875737
D;519016.6940584783
A;844725.1824455789
A;127244.64370455823
B;722665.8355334548
A;999448.1074459783
C;898035.8569749004
C;602093.8036482228
B;974382.1044320225
A;732078.6258324547
A;197712.86629040766
B;919330.6858453315
C;592680.9999195938
C;909328.8060140044
B;67521.65832536508
A;456658.8783671924
B;70822.71312446955
A;230358.27409958345
D;17800.822990954537
B;992936.4344952259
D;749700.2836385983
B;838272.2101197974
D;21363.54098539218
D;704806.0835668496
C;284023.95576798223
B;354989.8089093919
C;882200.97619235
D;982949.7865702077
C;364291.3534618131
A;484857.14126560756
A;181033.3907556444
C;126375.40726223146
A;911679.829769201
A;353407.8951004522
D;507481.1165266836
C;140743.93351958506
A;731732.192618406
A;159057.90001068596
C;944755.2352022275
C;932365.7661146927
B;557342.9451209068
D;819877.2824290522
D;262669.21191364527
B;800979.4881781548
D;517899.7115973369
A;33723.87285292253
A;840231.4315573145
B;63389.355469821676
A;907936.994006207
A;511137.7092797532
A;883980.0492284154
C;530975.5628132684
C;265917.67547080194
D;229835.4300044897
B;958862.1237762511
D;911936.7977164744
B;157741.01417543404
D;984106.6609572436
B;87260.20915515577
D;131658.69776277157
A;717583.5107867488
C;550359.1405362147
C;550925.6247186194
C;69901.8221508827
C;844070.4526613391
A;981468.2140941137
A;505008.69471229
D;367585.45479234966
B;583636.0759840243
D;296978.67217233055
D;79306.78595043653
A;730630.8617351316
C;462153.70311983983
A;742166.7203733156
A;755031.5166582551
D;692850.4230406141
A;306626.46351248154
A;188452.71218980738
D;372464.75963442534
C;201573.4709586886
C;176329.42183964603
B;997240.171676374
D;562649.6743780676
D;36986.07488880197
A;594944.1908323596
A;335721.41386702226
B;65725.11353587544
B;781513.472477954
D;715954.8751162253
C;23508.50242939669
B;378658.03600075137
D;437681.62676123215
A;159200.7114685166
B;707273.4770256316
C;966950.4178401964
C;286213.86764352926
D;956546.8522599011
A;330479.8310904209
B;344058.0352775717
C;657398.41121369
A;879042.7636252334
D;973120.4614996061
D;587928.739005963
C;383090.42558052926
C;467437.11036799435
D;792992.9752058833
B;22846.036934592896
A;726909.1908478374
D;489742.94590721535
C;46632.21625637819
B;622082.1789632624
C;379673.8718342989
B;358480.2134400576
B;916061.2093876316
C;267112.5769104117
B;557980.7916474917
D;996261.5584814765
D;597246.1444922959
D;753486.1028342315
A;299201.67254897865
A;312508.2672830873
A;432635.8881481381
C;318293.1845914302
D;887622.8367943538
A;515233.02966284385
A;314582.90992466704
D;130235.45122178533
A;380284.75363368995
B;329633.33753403655
A;473855.808575926
D;200080.76103688733
C;685452.2239678643
A;912104.1535989126
B;200704.10473119133
D;374298.5039721901
B;917657.2441529826
B;688989.1627463556
D;68374.51186774665
D;643129.824550928
D;825103.0958134172
B;643863.0364895653
B;931141.8522436755
C;323189.9344121017
B;791322.3146730562
C;954784.4404461144
B;923975.8724426292
C;237650.89651256194
B;710545.4392427552
A;398675.957325118
B;366410.9406307369
D;139824.99965294215
A;183903.73925560902
B;894461.2812274323
C;685717.7396408777
B;304570.4649513313
A;747099.8822083876
A;616556.7045973972
D;511719.1139496213
B;255584.49377365166
B;349092.1861297207
B;968757.2604608113
D;588382.1355753939
B;612483.503976843
B;209849.1779352821
B;454765.04572241456
C;795224.619067285
D;630776.0667640276
C;568726.2748651361
D;662464.4053957285
A;86843.59926170118
D;669894.3067318827
B;993047.6120398091
C;608243.0464687553
A;919953.4582009867
C;298740.19186796824
B;313623.1871059685
D;26624.562722745006
D;193832.17561762282
D;147896.93962985565
C;111969.47149133998
C;573591.2145936212
A;105861.75420631525
A;716604.6018852008
C;934468.7588517305
B;949155.6808835865
C;476695.5768572029
D;235781.3181496955
D;268509.6555931353
D;913863.3223123187
A;295111.7153747634
A;420661.4206396127
D;592093.0671727395
C;990340.6892894229
D;244569.65943555074
C;168697.2487257506
A;31632.65889421856
D;245085.08816029385
A;791452.1030943877
A;660456.4728584648
D;855143.1348100159
B;681286.1106868112
C;733379.8859982082
A;327925.740238361
A;727950.9024224724
B;659166.777030093
C;337716.53833270975
C;628188.0118586561
A;628396.3760054229
B;952236.7033768015
D;691119.155407542
B;320504.36904196936
D;776789.5477515203
D;253947.3451786455
A;464382.7379393056
D;349022.6537606364
D;148746.69848067706
D;458857.9696400889
B;893684.7380510813
D;289642.2315997021
D;784820.9999044252
B;328574.4696084963
A;45951.60153140265
D;695620.8320020457
B;750866.5515949456
C;428957.2341150288
B;213509.47184518666
A;785103.9266418491
D;51192.67032179674
B;558637.0980060018
D;42534.32203647557
C;972928.0552367811
A;556290.9415008307
C;65969.27492094904
C;809336.6079350797
A;84062.9900689525
A;437370.47198115435
C;117339.3614351891
D;296492.31375444704
C;121230.93542876925
B;363695.7376776354
A;236164.97922480115
A;154809.94001793448
D;707113.0813190839
D;983918.8139697646
A;61717.59019002506
A;793602.1174533688
B;134753.3600753583
D;425001.2020376019
D;336581.43645741453
A;6775.122730365126
B;35775.89922487011
B;615444.6544516269
A;515864.3473916751
A;413243.45045418775
D;99897.24292498782
D;778127.6019777257
B;631539.273040908
A;191516.1318746986
B;800366.7510396772
C;989630.0296980722
B;472793.68642446975
D;76406.37110909274
D;297383.0383439089
C;678236.9372885403
A;765811.8077509956
A;535474.3900248584
D;460766.61764921097
C;329477.30786121683
B;397176.76251747616
A;520703.8471060786
D;64818.28039113505
A;561243.1016855197
B;492224.4960190834
B;179809.49040781573
C;539630.5833738477
C;151788.0775249185
A;13340.237651637517
B;491238.81045818405
D;90224.17318743213
C;537910.3939907744
D;78468.76054379977
A;302555.36676370574
B;551099.640094667
D;731704.237718726
B;631026.080885558
D;424574.67276558443
C;544926.6279386872
A;152590.85235742142
A;473488.90857552114
D;435436.3040183464
C;630209.213059212
A;750794.1889568638
B;846878.1424095824
C;923901.5122162806
C;831488.7089622902
B;890820.993314561
C;449593.8953353507
A;977306.1334511988
B;266891.1255002512
C;916655.3708987224
A;890317.4682720315
D;316773.83071269724
A;951273.2897961813
A;711133.6669838631
C;349530.5252046303
C;409059.5969802933
C;691633.433669449
A;692287.31417366
C;171086.1636280349
B;500683.78564169095
A;205089.13419140296
A;747570.3112670523
A;371444.8448466544
C;227117.58793106303
C;441588.18601451704
B;668234.4115107944
A;212477.62524256247
D;118388.03024392706
D;797432.847214007
D;683066.8108109697
A;462647.1542351607
C;753841.5780607336
D;831005.9812738735
C;798983.0337173203
B;444122.33343982854
D;831381.2406479919
D;129541.16900284754
B;608955.4273980558
C;559420.5921441123
A;869998.5378920997
D;695001.9482091466
A;364527.74523296044
A;300107.68799031066
A;186111.57948183993
C;349485.09058907256
D;471330.34644394135
C;934581.3689210638
A;734167.0863035322
B;328027.4897457335
C;884452.0046203432
A;968764.076690155
B;266727.69190821797
B;627601.6712709103
C;682585.4075647747
C;848209.6096187093
B;909662.3450998871
C;895551.496731711
C;346664.5645159431
C;116737.27339316104
C;244784.7481177058
C;585713.4326681893
C;108232.38565007738
A;61249.54962089508
A;175082.55306083325
B;24015.16705179883
B;992755.9976049241
A;834805.0134311197
D;93905.49451271535
A;681483.1508338287
B;515745.5317293702
D;242779.04874898028
B;754659.7930154037
A;625256.2741307083
B;657089.4830533587
A;48517.67632302372
B;62931.466099381665
D;205018.19671784923
B;23294.352302883286
C;755250.4259234575
D;617771.5736885648
C;177384.4187221011
C;220715.89417168396
B;902805.2935007929
D;341430.61792396614
C;321149.99678180617
C;912059.2236725948
A;137578.19085437036
C;376094.4796772739
D;754046.8084527204
D;461679.68252984696
B;105119.5508159181
C;303956.61022514245
C;757187.1987319071
A;322966.98767828103
D;928700.2502167898
B;653731.5756537548
C;703992.9864125185
D;402709.48287995986
A;764005.1772760923
A;515954.8049932426
A;736245.5598834897
C;108897.26111577469
C;692939.2500280429
A;985071.1709071093
C;196959.54880444807
C;626721.2252936288
C;162114.95847574493
D;944416.8322864611
A;487124.48084779683
C;843741.7372345121
D;245622.97177034657
A;19024.556167190505
D;354674.6513064191
A;300110.4392406039
C;6491.987328470677
A;845262.7341433375
A;792316.3686137303
D;868687.1933050321
A;357195.8503495645
A;460755.854285495
C;6921.763524329311
D;780313.0737476298
A;431168.7042712104
C;562801.2551880308
B;67271.82666006393
C;536825.5547398811
C;373685.2029376005
A;491812.0089258111
B;950611.1553126128
C;481777.28797487443
D;430212.70156403
D;493708.8894820351
C;385943.33823244233
B;935868.7735161877
D;459182.84885838965
A;796029.3932051961
B;948639.1788006059
D;789886.6180568476
B;780319.2725536829
A;355997.9720161298
D;567770.9231707085
C;752807.9791558454
D;781812.7428756314
B;109546.0804930621
A;544606.8864332588
D;135906.1015788947
A;41227.1763255799
C;478649.3660620004
C;315558.6302732605
C;50225.426353515315
A;239191.0055637794
B;397985.0304309811
C;909850.0790784298
B;952234.5021626626
A;798792.2807256775
B;442745.4188428994
A;729377.8337146131
