Category;Value
A;669005.2084682914
B;384630.86700687895
A;317247.14395762107
A;66496.885906669
A;848398.819101321
D;84414.44248496712
C;519788.9482692008
B;92931.56919154912
B;729659.5912763613
D;436179.37464291387
C;578266.3631191533
C;912520.3809235535
C;856666.5099706746
D;917319.1542087683
D;240535.8515751647
B;579519.9532302321
A;368027.90764695854
D;533131.5897697628
A;425511.17647285806
B;607620.6102910555
C;881921.6178706099
D;726536.1066147686
C;606708.6603579895
D;348142.9842294258
D;127391.9146354735
B;145308.6584579818
C;419158.0757458811
B;164097.64678503014
C;677163.9761242976
B;706795.9817766331
C;131452.77328290377
D;357720.6263167192
A;393138.00541105046
B;475883.98124495184
A;367184.4644982091
A;176083.02893384575
C;411277.4221011704
A;642279.891075202
C;904313.5230966837
B;803444.6927918515
C;736641.9139324954
A;53069.77898679301
B;703637.0957216786
D;193496.5324215348
B;821983.643641098
B;149329.79005808025
C;659880.6363894675
A;546328.5596681066
D;184603.34863139948
A;397476.2885451106
B;476220.5444790915
B;255185.39390177082
B;688686.4265721587
D;629922.3227202365
A;898344.1286944234
A;258277.80254967415
C;112504.45356938557
D;315363.16096431727
D;850919.7689062003
A;649824.1981778305
D;886423.1335748204
C;23052.305563988386
C;775773.281586727
B;874214.1964559697
A;720302.0418668508
B;352870.635060887
C;751759.5201938867
C;886522.765794488
D;908466.0308554095
D;57388.81575357586
D;49587.14616634322
A;194056.47107711626
A;905512.1997209309
D;725009.4295935564
A;68944.17753050114
B;422314.17113199993
D;50938.62223749167
D;99214.57533603188
A;352342.3304154495
B;685567.2872439547
B;839321.8413927242
B;55550.71047304745
B;819246.168924193
B;447099.24807508726
A;576073.5443595939
B;239099.70060006826
D;575162.0970992134
D;344044.58082060487
D;906645.8210721763
A;198697.7751083439
D;110034.70872258497
B;345495.1412777823
C;111299.89948964144
A;460288.8556837347
D;948620.6405393602
D;704652.8981836905
D;264921.7105481415
B;842444.7661120795
C;469671.2026958719
D;146111.55046020614
C;268527.6464435961
A;385534.1846876726
B;516722.15387574263
B;622670.1502289788
C;273641.5890685803
B;7890.83608289398
C;190828.11216123146
C;805934.8019441084
B;767179.3502830518
A;918354.7158094335
A;798575.9612967721
D;803840.9371101828
A;886943.0642825087
B;377052.1451617327
C;486897.1588358475
D;362056.3915751797
B;543671.1903488896
A;90061.94249773663
B;546671.13924892
A;927093.044694346
B;610932.542844582
D;385789.8776418191
C;213705.14170320166
C;798102.04825189
B;628942.6657585488
D;262545.67685695953
D;703681.4150155935
A;257335.34925639624
A;730376.5045931367
B;954318.8905320917
B;168557.15616196537
D;564330.870396006
A;995191.4404719912
D;963905.0004670164
B;981859.7930180493
B;523258.6697996469
A;761996.7188606742
B;696378.0263533952
B;706340.579574635
C;738158.8407786024
A;932190.1072879009
C;516426.3987089288
A;518386.5613718122
B;329390.5650213431
C;147287.13922131795
B;247494.56695877132
D;310724.6484806966
D;551427.2829040993
B;930774.101205774
A;426966.7134220313
C;964228.458377721
B;999024.5724525012
D;395443.27814843383
B;577773.3717698681
B;870430.2793160408
B;905924.6464707596
A;841676.7358611489
D;445431.8947494123
A;402873.78213640733
B;274987.7292458829
A;957236.5462449549
A;371276.5310574576
B;748341.4172710301
A;741360.1058780224
D;677795.1696884414
C;776439.2497208314
C;260713.09335908006
C;172064.56440799375
D;160605.22978905903
B;717585.4444535216
B;236689.419495003
D;206728.81240676998
C;359602.59721070924
C;311286.93067225144
A;341338.907747357
B;889723.7409899129
A;665810.2500700935
D;944163.5299575982
A;937318.1864847125
A;147560.31756093763
C;640210.5115864425
B;319697.74546775385
B;408794.31503376074
D;589414.2839369897
C;451053.57906643796
D;406685.6454663876
B;345128.64649947104
B;277931.8142827276
D;370270.39258157153
A;383662.13392577134
C;824639.2577696276
B;892310.6363984682
B;133510.2779672699
A;720635.3089540615
D;302506.65223088686
B;19019.51390215841
A;415104.19102110394
D;994526.9751771918
A;377299.6188056044
A;297427.4021553458
A;478060.9926090775
D;887093.7334734913
B;463617.7365571907
C;604500.6361005416
D;707711.4786579732
B;497745.25508214586
A;663062.354316145
A;925985.8738441531
A;893119.4362292862
C;379844.6440674281
A;169770.7340336919
C;520953.9839083785
B;941220.9233739654
C;924904.1521851647
C;952096.4969928848
A;946999.3063413556
C;647706.9774941581
C;799695.3484444905
B;280860.4067174191
B;418452.80133849464
A;441222.8483909489
C;839443.5816388
A;468344.3874033331
B;21420.326624682628
C;861413.6852695387
C;145087.29197952017
D;596586.3838056709
C;446640.02280924167
C;194152.7446093882
A;14428.102849874253
C;307782.38095504633
D;517264.0175629085
A;704833.825520384
B;942566.4503760876
D;169387.4759939092
C;224386.2323750516
C;986433.572481714
D;894798.1104864842
A;909444.0441844806
D;732509.8676080247
B;952550.723104137
A;426808.8453268819
A;820813.8617882866
D;301821.68324839533
C;326458.885406239
C;201046.69237785225
D;881452.6581118847
B;515018.2139082383
D;862478.4183381252
B;722773.9668017094
B;731474.9169269688
C;139637.58072706067
A;53122.991188832435
C;556551.1056801267
D;997172.4654954644
A;975896.526937115
B;587202.3279558294
D;54890.572881568776
D;720545.8329237635
A;109648.57926974978
A;605273.957616278
D;576232.801264494
C;743708.7211478734
C;739322.4915688711
D;884482.5300683
C;323958.6645449048
D;104858.22648769549
C;325388.7274936406
B;497760.1655199963
B;881747.8959559648
A;524472.3729046987
B;983776.5895288264
A;115961.23064853094
B;679861.9175979713
C;508726.7570961275
C;117110.46094010287
C;977114.5243178095
B;408407.96708156087
D;807383.3981484919
A;955335.233963096
C;125316.00779186361
A;151034.75720973723
D;415322.3707465756
D;572046.8146517732
D;301022.9863689582
D;342998.1668487778
D;976490.3177821054
B;871876.3725715051
B;62470.31954545808
C;506372.61805999686
D;520600.45099626837
A;963445.4963656899
C;59937.25709049643
C;290676.01791842986
D;264347.6415836979
B;405450.8963868954
C;941699.8645373593
D;713596.5598775736
A;908910.4696840651
B;34524.45540775861
D;311393.7464100744
A;586847.6670858205
B;566684.3942084012
D;235023.6095603885
A;514428.58001954516
C;49261.60877176604
B;391338.2684758508
A;892705.2943835014
B;972167.3137324504
C;193248.34509801585
D;85180.56648102566
D;528544.042442438
C;305423.5643382573
D;679717.76908388
C;57344.48638261773
D;311858.6018850397
C;590417.3793214853
A;160750.96139593152
D;190876.09318040728
A;88060.19873140585
D;88586.83405905735
A;778329.4070296211
B;279680.3200494893
A;562476.0700160156
A;125955.38168748392
B;632732.0420098378
A;710551.6894242883
D;638041.7497532046
B;911686.8550536889
A;535077.6709491292
B;102531.30033196173
A;640258.6312860437
A;408670.69709260756
B;657261.3639944954
D;817461.4754969988
C;597683.396608571
A;752884.4029117565
B;49015.26434556558
B;427524.3652101292
D;521220.8450543997
D;214745.2680476302
C;291160.5837129196
D;71702.43901086491
C;17413.69012217524
A;70108.55033917619
B;847361.6556383218
D;474813.48246733187
A;427174.02402353706
C;401705.48150657624
C;865639.4058465216
D;138841.96388402113
A;497497.9390996118
D;593316.4467482357
B;905189.3339336896
D;165444.26866215482
C;923518.9071308208
D;984246.801033324
B;902245.5668848248
C;544396.0190467075
B;461964.37379394314
A;70222.86037565226
A;847453.1319157549
C;170522.12661175872
A;740862.1183178007
C;920910.3309946317
D;558393.9935139422
D;533121.1967241511
C;278814.6992185041
A;649185.5121458267
D;733600.8049150298
C;802551.8881094019
A;208584.83891533004
D;545698.5720607262
A;963994.2635187592
D;427208.4267972346
D;281931.523791026
D;767666.1541814088
A;713832.4055870284
B;901763.9073304051
D;547297.0364103907
D;171437.43580336953
C;917961.7550213552
B;588595.3321625025
D;227151.82474549793
A;638271.3540781856
A;546900.3733365111
B;395998.79142131744
B;108630.200415501
D;498559.0512360399
B;485799.51080461807
A;499997.2310869617
B;808445.6470618439
B;313039.7292713348
D;301938.13797639037
A;405982.9837036749
C;631972.8245225216
A;578330.249669533
A;192453.83464521763
A;801004.2068425071
D;572608.2278805189
D;230772.7136234511
A;630887.1266192156
C;148586.033948136
B;382404.0420355598
D;20273.362193466703
C;567208.7361582996
D;102594.27494899464
C;482897.5524830799
D;945042.7096083316
A;71475.69792632747
D;359940.7364270878
A;138010.60100061985
A;821589.968652334
B;166830.30194463176
C;784664.2278406566
D;986765.6543132595
C;316461.6066964088
A;534703.0823797357
A;576463.5896474089
A;638199.4670636954
C;925024.5745609587
B;485431.12386292947
B;853096.9940788638
C;789271.1549917608
D;85977.04876712264
D;121396.8632361822
A;785305.695066335
B;731099.0917012829
D;882877.1197439564
C;455177.89352272707
D;592846.8106917462
B;306735.8525274386
B;771057.2655647121
A;534269.4908024928
B;21684.128329372288
C;806178.6698188982
B;48829.76631064133
A;429056.936231999
B;373892.8913101909
C;467911.2111307574
D;288365.33832516975
C;861144.7348543754
A;994591.7143519672
D;911153.0694712743
C;312981.13351250347
B;819772.3423065062
B;485068.1776968468
B;341863.59285905864
B;445459.84746344254
A;207533.60553007433
A;825591.6011421467
A;333014.1853358876
C;537185.9627305086
A;326691.13778859354
C;726974.111156143
C;241227.1494690176
A;777357.3480809105
C;132210.49783358202
B;990774.317054021
A;918692.8132212296
B;484127.95210138295
A;882582.4303557127
D;285840.1815955191
B;739452.6890080653
A;867516.9321564295
A;353080.50589085487
D;667223.9539642567
B;377917.2834198648
D;751723.6967335646
D;944522.6340811637
C;546581.9018759142
B;931790.0401335355
B;671356.8724864182
D;984901.2963341505
B;425985.74582745304
A;864540.5583660943
C;560710.0473490293
C;244041.64527917543
A;519841.27084967017
B;400794.382079475
A;896518.3566633186
B;1440.6499882900184
D;46722.780149042694
C;747684.0317970532
C;323112.61618816474
A;740931.1039793142
D;839854.503643077
C;636629.8176530148
B;1910.2061421096166
C;218692.6091963006
D;976980.5687968716
A;74698.76526319311
A;950989.354205043
D;766187.7117970746
D;118220.15593994725
C;987084.0167201585
B;736378.7167615538
B;713247.2605882229
B;296487.80796880554
A;301870.02127859555
B;830314.4506099407
D;65038.714703989644
C;114882.39021542919
C;615863.7199689538
C;278143.21671504143
C;243808.33847545294
C;366831.2829384966
D;762196.385570007
C;530443.2621604308
C;262311.58487981017
D;963835.5212676747
D;551426.2408696853
C;441136.86574318394
A;503779.4321967369
D;747839.9859282061
D;323911.86387200304
B;748149.4633901493
A;759772.9591865186
C;140447.30370757292
D;20180.761037613505
D;821052.9148370797
D;911062.4499007826
B;695073.995415766
C;775070.3958406682
B;277260.41526353103
A;314874.58339576976
B;671507.0405640433
B;406733.8291726143
C;637436.8430274591
C;10565.523892615985
C;873562.4920085899
A;859114.3507299062
D;921501.411391273
D;735223.8104261699
B;626700.913018106
A;949519.9268962416
D;774437.2012788842
B;612831.3521214359
A;822327.1404015189
A;637443.7646183035
D;924118.452137351
A;599420.4958728196
D;777725.070774245
C;79633.93947794111
C;668736.6705860337
B;685226.8386804971
B;212839.64509448363
D;981558.8319021846
C;543423.2424482452
D;555345.3520211284
A;242422.54049425252
C;614907.2791060009
B;498795.3230683454
B;328907.8303519395
A;160917.80793956175
A;138400.1897327121
C;57104.42017472825
D;89430.98774889682
D;450739.7136804296
A;938258.128305892
B;39054.31939548516
D;494455.85637356085
A;252687.78704201087
D;454821.27401389705
A;327627.3724268403
B;353513.90491007315
D;240931.13285902605
A;338835.0261202544
B;871956.4031132711
B;657681.9881442261
A;644029.0046205394
A;428905.43505537667
C;657441.6478231429
B;268038.64383470407
D;387346.760268169
C;924479.5952737973
A;956934.6131508601
D;551942.2585441503
A;731041.1452728151
A;603665.4903075545
A;141315.6481066786
C;878747.3667903369
D;276599.6266180837
C;898766.3277020602
A;15461.27086829288
D;846971.1146063345
A;65365.531879767805
A;734052.9959574356
B;928834.7790561337
B;810464.3375023174
A;248410.48735385883
B;848693.5929902418
B;336700.7404407386
B;571667.4496674837
C;985637.0982995084
A;190874.65693407113
D;675955.0653630032
C;609798.1007982052
C;742074.0978668627
C;56338.99074319227
C;749381.51130887
C;188310.46848339087
C;606908.4756963487
A;329352.11918346485
D;241932.7147861599
B;504832.0449632507
C;714773.3157428456
C;30522.455673875018
B;152139.47192894368
D;624749.2654714981
C;640188.4439734769
B;83087.41048801945
C;426264.97077971266
C;655263.930459998
A;610819.0030983088
A;311431.02246192924
D;693509.9560720506
C;377146.51807553315
B;492157.85720654484
B;794406.2605605602
D;235200.6166570069
C;136920.28561150306
A;703899.4776567906
B;624665.0451633403
B;112889.76950292278
B;622281.75693969
B;835721.3170153933
C;862164.8837114605
A;604450.806578498
D;209062.82499942757
C;859684.9499752638
B;670220.6490611054
B;527017.134111812
C;735999.3234021891
C;595781.8202654156
D;921262.6067754448
C;109092.15090979861
B;569566.0632777761
D;264912.6365754622
B;679908.5465243831
B;12723.357707986857
B;794017.2548613383
C;430000.7902895971
A;942296.4268410398
A;685533.463637574
B;668682.8912332627
A;910486.8065937473
C;928102.5145638518
C;947405.6411368819
B;699726.1861918845
D;541435.3356301363
B;646847.4064151137
D;190708.32178555624
D;552668.1589139324
B;965332.0173258067
C;618329.5063180098
D;466695.3337681945
A;878539.4954963453
A;533602.2588943958
C;449536.48357224953
C;597634.5508146881
D;824469.6308633969
D;44033.87591984287
A;819016.5037089783
C;712986.038641208
A;391366.92139700725
D;112313.85235463343
C;924599.024132082
D;461701.5672009392
D;347295.4336914164
A;184158.4259266587
C;99963.52505129449
A;359342.8526685304
A;693972.2343824251
A;501698.9034277256
B;243323.61985581528
B;90633.11256592318
A;465476.24815932696
C;794772.8540690622
C;563808.1637432359
D;896708.2967748119
C;599366.1328399914
C;899552.0308329212
D;379214.7194065477
C;923353.4989437903
B;887072.6446711685
C;149174.95691363732
A;929069.8293585402
A;146388.62600758843
B;941232.8353371072
C;35443.246323236905
D;901223.9526992037
B;437195.53834588395
C;998059.1097979235
C;328840.6873640178
B;200379.0076466396
B;861987.0563288524
B;30120.971179929787
D;449427.1642207232
B;153526.72150208108
B;236050.77332675565
A;613893.9959708498
C;691342.4954803763
A;720249.521396407
B;675196.2579179127
A;168090.74822831457
B;586022.2712280707
D;150603.38531302093
C;977303.4210712318
A;301140.8710847182
B;143510.7645126288
B;920279.9442993343
B;31990.02737456492
C;670294.7721150048
C;139139.49272299404
D;983943.0441598917
C;128433.51910775053
B;949475.6582797868
B;568539.5512497036
B;999625.0003716559
B;838539.6691152566
B;741103.0789514809
D;69635.00188335378
D;685072.233150157
B;949933.4897195455
B;47058.051373863964
A;316361.54322144616
B;768302.0476857284
