Category;Value
B;903468.4746452295
B;596620.8292261214
B;873556.8550288999
C;75647.43719715967
A;112201.69848639198
D;54739.42493505351
B;157004.87769041277
D;287590.9086596991
B;569652.4582872645
B;256369.5493905605
D;529438.5514722053
C;58608.028344007784
B;814562.3175956538
C;835928.6688361507
C;747207.2404281249
C;622702.6427544461
C;651867.2167240076
C;811836.5136202391
C;781701.1604763824
D;124923.87407939445
B;913426.9449392591
D;107353.69465144657
A;6392.931332147471
D;172219.6411771877
C;599680.8639980966
D;237258.39461706163
D;127186.61367291755
A;632660.1610767425
B;720858.9748630152
C;405246.09543639224
B;238386.36873468742
D;454505.2037418544
D;330555.43532134325
C;245650.15494920558
C;247511.3265958493
D;294979.087951032
A;756803.4905677347
D;111990.91911690662
C;366143.1158896597
D;271131.6955638749
A;567448.3728073195
A;834068.8143713968
B;16595.75165604971
D;44726.59708275264
A;317571.38679002994
D;15896.83998026265
A;832687.7263835348
B;678401.5135317986
B;242729.95129062684
D;825211.6065042277
A;207338.20426899634
A;643644.914452768
A;855348.7079604464
A;761797.5372134158
D;258036.43598005775
C;238395.32314148056
A;977158.6333405512
B;114825.32878114047
D;360853.1975177762
C;180360.51621686367
D;757700.1204936798
C;554003.6521041242
C;307829.74226988823
B;70022.54522712094
D;186205.08192490955
C;617814.1202645333
B;435361.3118461913
C;108630.02160479694
A;836399.0647066092
A;983034.1397221447
B;20758.24043670151
C;297648.78963505814
B;87489.2074941021
B;186215.57220943258
A;370111.9709387114
A;607760.0524346296
C;749343.8864143085
B;513906.55346606823
B;676986.261775832
C;587162.1416320137
B;479432.91098158935
B;175561.4083746121
B;997167.0006790946
A;328693.2505089835
C;632647.08348952
D;140715.08680968397
B;26662.532742629723
D;81204.11710504399
C;796829.8726567671
A;551400.3253710297
D;105713.52639636495
D;785760.7144810973
C;481487.6955925749
B;623240.8141380602
B;774153.5349013517
A;688898.1278804
B;811003.0270305552
D;226460.18533660335
B;710778.0765581855
C;384283.71709964296
C;820910.5164397601
A;986292.2708899435
B;578608.6230100247
C;95977.46634274497
A;701126.8185745867
A;398159.9468149594
C;492823.2308769739
A;872642.4437027125
A;67918.8640475959
B;260958.8357542803
C;48341.725341610305
B;150241.3159200274
C;783921.4289829032
D;438744.1383241131
A;219598.15164420617
C;405648.48634367285
B;198398.5514385749
B;219866.8938827183
B;878077.5056151325
C;570308.6777988883
A;271193.5382814699
D;599658.6177238142
B;399241.98604393966
A;861150.3825217236
D;190475.46048466186
A;717440.4594082216
D;313738.50321194105
C;719174.0345747663
A;654909.6283840158
C;785327.9647361466
B;359715.05775311874
D;200190.57198040868
D;394479.3726812508
A;123201.71876814554
D;494834.2515661761
A;12654.262655641269
A;840803.0825910148
D;651973.9176084045
B;833297.1777869195
D;958263.8006476046
B;487692.6454710128
D;347480.8876905751
D;337297.21850015054
B;974024.3637927488
D;2618.3061056449033
A;350740.1264932302
C;173117.35103456242
C;847404.8185815099
B;805233.8388755987
B;74153.42405006988
D;175774.99106445318
C;914007.0010484124
A;375076.48771006986
B;328839.5194054621
B;654882.7460662618
C;494279.926854172
B;467346.89186320006
B;793110.8255896409
D;456639.61318012193
C;199419.96650537563
D;654318.1428580752
A;382749.7211553165
A;387054.59283434233
C;855710.4964175889
A;750828.7123623264
C;973492.2467431683
D;452872.91081478907
D;172470.136801501
D;959424.7884957822
D;377988.1318266415
D;969867.8104652119
D;471167.5593566367
C;638386.8444152022
D;534078.9724348421
D;224280.29232026835
A;486906.36660222005
C;98790.57876042882
A;982563.7509825862
C;85405.93160680211
B;771728.6573688029
B;794312.3253316592
B;650106.5767262013
A;308651.37344897166
B;119249.73152545792
A;806090.9663999222
C;136887.9113517507
C;292628.7303377561
B;500573.6644381717
A;954836.9400750569
B;579345.1137649887
B;797190.1919840876
C;986768.6995833502
A;311578.8071077788
B;445005.93384992547
A;235062.16722720422
D;175965.67790298158
B;646763.0793933886
D;558926.453512114
C;860970.2954365043
B;299807.97152208735
C;799703.568289616
C;656306.1392031232
D;317831.2573159286
B;495543.96259164636
A;424297.83883339027
B;225665.28874185542
B;101891.22837896712
D;577662.2159642284
C;865940.5004765963
B;64975.95618819924
C;468207.22653029655
A;345898.7592705923
A;986518.9693431923
D;363822.29822885484
A;927952.4083331655
A;25161.18473698047
C;752011.4779533253
B;966190.3039147558
C;613692.331900959
C;76102.09333052355
B;206852.52463778137
D;381630.1350104565
C;573631.3120816044
A;47346.99986325226
B;176340.80827062458
B;376883.842698817
B;141739.39002983438
B;70037.16611260377
D;725217.0579248011
C;959681.7358632993
D;192817.8088815926
B;806427.205351441
A;597451.1622381876
A;975109.7991082107
D;145927.22841101774
C;513123.05484044395
A;733708.0028832004
C;165562.87874311334
A;733003.6979873892
B;819029.8870696317
C;899661.7068057325
B;514425.90139519935
B;207410.6632327611
D;386619.31600138085
C;374670.0375787483
C;145413.62272922441
D;164476.41107140112
A;922787.3821645621
D;815651.7436322144
C;48474.99761375939
D;336413.13599832536
A;923055.2108765697
A;183480.78105535737
C;698427.2933942962
D;281480.71064441086
B;362235.99725659116
A;681614.3238441034
D;798115.4196306972
D;697925.8635379199
C;781218.5474306061
B;899388.4698448547
C;408324.4033558809
A;360233.59639278555
C;963596.6766397258
B;788200.6733159461
D;267065.84315385274
D;395478.38491387863
C;953790.4578445527
A;553024.8289784691
C;63257.62382922039
A;407491.68618321844
C;910101.5525251674
A;268032.4795091438
C;858655.6872853747
C;278713.08360718656
B;642764.4230731112
D;18651.49225921778
A;224586.69294348173
B;423329.6458946264
D;1677.7294342135738
A;668514.2501912389
C;77289.80303722827
B;780576.7615268817
D;413690.1698448247
C;106204.15351001878
D;205922.3114618359
A;68692.10996559034
D;565654.9308798293
D;221365.16644394287
B;100718.96953698693
D;804017.4836369688
B;683375.4602248851
A;133453.3245125723
D;9178.361859483528
C;401066.323556136
A;375391.291573978
D;190332.5091167462
A;527903.309682748
D;686750.9916883666
B;318927.5175721789
D;860900.8614042657
D;755106.4929282741
D;439289.46062775276
B;16241.28546589513
B;913136.3623647202
B;651926.643663984
A;940512.9619656978
D;780508.5577427961
B;275753.07439847727
C;990378.438970852
B;691481.6685341194
D;852662.4480807869
B;166533.16329490425
A;320276.2579406037
D;852205.1250269938
C;402138.25303897395
B;682459.6871882305
A;418912.36820162437
B;285826.471935471
C;211196.22166970867
A;69316.28058654224
C;227628.69696777556
C;274133.65173207264
A;75086.64502710111
C;758649.3464662372
D;46430.27310264885
C;55629.244941052624
C;970927.4299482406
A;556501.8481655065
D;723661.3814172827
A;660501.5889939094
C;633451.8386069258
B;917180.3236356041
C;837056.6955683894
D;101764.16959555222
A;300050.56546750804
A;676130.7082463577
C;409011.0114340437
A;253343.4643883669
D;715110.5624597552
D;255980.1069646573
D;875205.1929131623
D;461595.0735499806
D;291744.3136012071
B;132264.22790634958
C;683391.0349945606
C;572107.999547079
D;949357.1195657857
B;943531.6728113524
D;28307.471217791015
D;839456.4153663169
B;951909.760545008
D;144184.8166512755
B;338055.7455518297
C;371124.767868329
D;670848.1259212547
D;90802.66722849378
B;478882.8651206982
C;682262.68213641
B;551554.2173412952
A;182482.2911195649
A;630238.6609572155
A;756979.0343539171
C;238828.92097230366
A;499901.71724594635
B;177894.35820919418
B;618770.3251217075
D;131380.90177254291
A;619226.4111201549
B;949680.2746480907
A;231468.91801595796
D;558005.816563117
D;578001.0929326687
C;474732.0006409701
C;745318.5381227902
D;844544.4612589303
A;321285.5993809305
B;820000.786928836
B;392753.7424157203
D;609491.0600542529
C;516699.44823070447
B;119360.76512092822
C;454959.5086301669
A;117252.62497076101
C;664101.5542854334
A;303345.9957981848
C;692252.9667312466
C;991846.3211179413
C;734447.0498721761
B;435127.6194794227
A;145411.1387410991
B;650871.2229508428
A;743437.2587800961
D;560580.397790619
A;440031.92359985324
D;168959.8685222973
C;111239.6620758584
A;571955.4903719281
D;416052.79913045035
D;418838.7234649126
A;523481.2185119761
B;596272.9767711442
B;520922.03315368056
C;26187.35044696337
A;217338.85333221866
C;820108.8335917325
C;918069.70959876
A;903506.7261680115
A;226734.7267688676
D;848347.4834497136
C;466622.3626274478
C;82930.87605660631
D;971230.1918846989
C;867423.1168196487
C;238916.34884696675
A;112946.64273996971
B;791260.3696943623
D;919959.8764599109
D;942091.9073592263
B;381339.58644318336
A;849323.1559431682
A;933567.9143516326
B;247737.51446635483
B;780094.1882979588
C;835912.8940662607
B;696664.9001837352
B;484686.4356681211
B;582869.0307837473
A;71131.15759607486
D;429891.3298364028
D;487346.9743010898
C;603477.6806088565
A;438642.2931259535
C;618504.8872320494
C;598207.2102872733
D;877446.3353659725
C;490770.43334315094
D;638325.798670623
B;65606.3970111029
A;957512.4719151164
C;602530.7930853271
C;881741.3792052445
C;486368.0125211899
B;10328.90441235521
D;988449.5518828024
B;760467.5141130277
A;31194.304100090536
C;283898.86187946395
B;854508.6297535629
A;902240.940985978
A;951805.1067755051
D;946383.8640701663
B;526532.4905206831
C;729330.9711159322
D;364478.50588162336
D;491040.10047785926
C;757598.94630087
A;388723.91197996086
B;328839.43692689785
D;407762.1884038225
B;492705.9509574293
D;872315.5647093884
A;145248.26871295093
B;437354.1931736211
B;715449.9390557928
D;216511.61000120905
D;785539.4947425104
A;232311.72950495145
A;444410.2032801316
C;358292.7353113633
B;265382.0858968549
B;973985.3458654173
C;913637.4711183733
D;705479.496270324
C;913804.1880133774
B;704337.0352409354
A;896474.3774463322
A;445192.3406018369
B;50672.68782374884
C;110254.48510336653
D;483297.4237856836
B;735311.0703069611
B;19051.7916772523
A;549006.1961471648
B;254370.32779742638
A;241405.7187661385
B;315882.72153429384
B;203955.51713371172
B;396362.78063692315
B;562734.2054922426
C;901658.1256777536
D;358561.6878545299
A;612916.8444546612
A;301954.5785866748
A;972937.6475913029
D;742404.6758828447
B;983918.8385776103
A;993261.263527854
B;547567.1477708354
B;271836.7603868232
B;625083.0935607495
C;78462.18801933821
C;697016.542115663
D;165836.46238665958
A;435136.9015453324
A;845849.4045890805
C;451020.7302334123
A;897909.9404695589
B;345274.7958013956
A;831454.4774067145
B;571643.2994670125
D;752171.7247122119
B;427247.96663983
C;963788.9655037506
A;686347.0071095999
D;771102.2938887404
D;148786.9565259354
A;187728.3328144915
C;418728.64598719357
A;825164.1547540181
D;111024.00307505924
A;108378.38308747798
A;425613.7242598225
D;899661.5903536099
D;938553.9695446559
B;283484.77389591845
A;684125.1904074535
D;212488.00911848992
B;944008.844698853
A;977240.5458135834
A;106444.90428948423
A;887642.5858942326
D;697776.8070587077
A;102618.47287807893
A;989390.307594395
D;348811.5940064967
A;716326.9424476218
C;195225.45365782615
C;639098.6782212186
B;252828.6567904235
D;778755.6335389097
D;646228.0974162926
B;605383.6669795585
A;757457.0842429227
D;212516.88391480187
D;24704.21559328408
C;184128.95985005412
B;922222.550067975
D;424572.4834458476
A;303455.3384451963
B;85155.46417607284
B;63956.92192865702
B;594461.6476029562
C;862025.963465873
C;669658.548880678
B;416898.5793055673
A;733040.165877359
C;870986.1384439191
D;685322.54767817
C;865825.0534767066
D;372390.4146985256
A;487810.05942815973
A;737192.3229091266
C;99903.0687905486
C;35560.64518883171
B;217420.79780731478
A;603578.6252416815
C;296368.9067591245
A;301120.5472491146
B;803639.0864025125
C;477065.55107068
A;576342.6966439323
B;594410.4662903216
B;781866.7928784606
C;577787.9469071167
A;838953.8741745189
C;121377.57190393489
D;401360.4441735879
B;232457.11355537392
A;127878.9390156787
B;397976.9804754976
D;856360.6126295092
C;898771.6307989582
A;968800.254694491
B;640281.2767014112
A;773611.2515377158
C;476028.21535219304
D;625.3841324752401
C;261055.39175778386
C;504219.41059114796
D;162782.9893513009
D;461308.53045147326
A;274384.45442841295
B;887922.6261630415
D;262282.17610345996
B;922749.3508131807
B;251211.89581538443
B;828522.3089101969
B;317348.8896543755
D;51469.19876547258
B;528706.716005191
D;711316.3621107221
C;715104.3158837162
D;787162.9755671109
D;436061.1998546606
B;698414.2782312381
D;757237.2185438977
B;923339.9364315298
A;638274.9976403653
B;146879.47096819838
D;818914.1203373233
A;386193.7247823141
C;91536.30412024996
C;269402.129246656
C;471447.6929223238
C;643567.3480322972
A;974457.7649886633
B;68047.68553523695
B;547031.4709104708
B;172290.0668548172
A;466715.58990013367
C;860687.2379854743
C;542999.0278740542
D;16545.48467206093
C;852313.7490013533
B;324698.6762498104
C;230459.9024242515
B;577687.046686591
D;342685.38845841686
C;272616.971231659
C;268510.0436609154
D;800723.2711608987
D;363522.4155325223
D;88169.71626857019
D;936333.6898621869
B;34319.97731557365
A;783696.1698484558
C;659506.1569996765
D;137953.77739770646
B;815151.3578688519
B;455936.8923412544
C;272227.2207789016
D;676362.5879336993
A;923520.6931681578
C;753672.3543667403
A;350546.8312771688
C;717417.8292014706
C;698030.303579022
D;351757.9254141055
C;582222.8639317489
A;105437.79544781648
A;579237.4311066598
C;555085.7115989182
C;517380.14328626456
B;1474.7601834887814
D;89643.61242055192
C;730740.8441665781
B;293412.54848924093
A;108879.67317838833
C;622319.2344649014
C;334194.62655432813
A;880618.0810954432
C;434529.7613927878
C;903742.595388026
D;104447.8301547507
C;577175.9307369984
B;156318.84586493293
C;139276.58195024886
A;98737.3917206254
A;827101.3199192308
A;532911.6625354643
B;374891.4244233346
C;656540.0112112428
A;687411.3625812253
C;232189.45131563593
B;476162.3315608341
D;508152.7510858288
B;212078.5059243127
A;860565.1652596466
C;265968.4715292281
B;873015.5296037134
A;656375.4135846744
B;672943.2759219474
C;678750.946850779
A;728815.9306425202
A;949932.7696214828
A;598782.7736073908
C;787414.8914611966
C;712972.3208508785
A;535392.4253816892
D;508943.73350590636
B;37469.11184053838
B;950053.0796901057
C;762818.3725958217
D;313984.7266595125
B;318111.06857757375
C;259654.20438265795
D;922924.8699681322
D;314208.46873159683
D;194067.94551677618
D;260058.6386932122
B;270722.36926672066
A;91901.19481294586
D;548711.5529174465
D;261428.55140088094
D;736895.4964548799
B;346098.02211685735
A;2287.855329651758
B;738410.8512586461
C;915526.0515628298
D;968610.7439329199
B;317365.6740417325
B;427781.1304437654
B;449609.3967985167
A;694605.5013228027
A;685339.6756617702
A;852878.4529646878
C;315401.42468417826
D;345698.04374169133
A;337693.37880273646
B;514208.9488480211
C;435557.3686540503
B;316153.2202324836
D;475268.89896702865
C;955218.1870754942
C;600111.8533126354
A;865235.4324165393
A;769439.3126077377
D;625531.1098825936
B;544633.0442028568
A;870458.0373161335
D;273316.32182993315
D;155578.46832025854
C;334238.68585700536
C;825777.9776301731
B;601201.6518098194
D;881567.7598205365
C;779507.0142391571
C;929792.5976837884
A;447282.5634852143
B;479976.89489906357
B;348263.37559399015
B;611806.1862841503
C;1273.4266617225655
C;323329.41056023975
D;61534.00372405107
C;905662.4825408639
C;639349.1162825347
C;552461.2482346776
A;739506.2384520662
B;829278.4615852219
A;758633.931525315
B;936456.3062705477
C;204013.66675924262
B;60600.867737206456
B;889006.5163264165
B;119635.3821708718
D;751760.3105706244
C;368340.0634812257
D;86109.96354552757
D;36466.70192740998
D;754185.3470910178
C;920898.3910229931
A;597689.7977759353
D;179722.0874675126
A;454515.9729966578
A;172836.3089121962
A;450166.24475963373
B;284962.6609873332
B;623118.8444001381
D;921750.0991956523
A;269140.2984659828
C;390991.88491084235
C;567566.654585301
C;778222.8248936513
A;47009.8499568773
D;113500.78218287107
C;229133.62067397544
D;921250.2781297764
A;145564.74600075398
A;278139.5910040302
B;895262.4205375486
C;421608.6987991365
A;439125.36057096865
C;961809.1491651251
A;340177.5042843333
B;361011.984989696
A;889668.731686101
