Category;Value
A;745343.6994806625
B;204040.9377910585
B;570579.9399370657
B;737739.548483287
C;330010.9673973254
A;976218.4654313083
D;993969.782308886
A;269536.72869019513
A;185427.93346555493
A;649269.8703618355
C;973854.3334472273
B;773240.3297258395
B;773159.64082666
B;359690.0256364343
B;54007.940114484016
B;597915.2535307967
A;421041.1020120021
C;806402.6822296478
C;996869.5684998472
C;620938.847414044
B;325913.12800207594
D;864830.7092674404
A;358523.4366883625
A;970511.1871613457
D;469110.6806126661
B;143695.71025342002
D;989638.3379115144
A;773719.3078377673
A;400409.73643269826
B;187231.1754910583
A;959180.5330892858
A;671775.4870027615
B;67397.9029680783
B;531432.2784490142
B;652786.4282769766
C;225916.66560028234
B;795738.3993200795
C;869407.7520586873
A;647034.1036743487
A;277445.94316182105
C;773583.553407116
D;748614.904627145
A;825689.1215688578
B;581860.3236062801
B;519473.3741101548
B;245995.1936315719
D;321861.3264808767
A;534657.545925748
A;736122.0726316087
A;427391.067146913
A;747256.0440156936
C;499135.6116448351
B;288767.86157006177
C;527020.2739815391
C;831710.0198250132
C;140458.56100590245
B;427027.9797094415
B;467079.8622024726
B;523983.64786948956
A;506377.1026566054
D;550374.4576501175
B;488697.25267294474
B;194453.25868321248
B;553810.1088115897
A;500553.0900392172
B;786626.0864462515
D;990392.4445995621
C;929825.7307197021
B;162720.59961088322
A;597426.6173929647
A;928777.5654928103
A;539983.0146791746
B;423407.70267663855
C;357711.8691372757
D;775191.8546169902
C;525310.5617751259
C;560837.227218307
A;804347.7652565584
C;491490.9167869502
A;94605.92459767217
D;949090.411863829
B;11430.007654537008
A;875320.6358706106
B;566932.6846907691
D;534671.3075081866
B;790999.6290770944
C;369707.3674067157
A;525826.6071164899
C;559217.5961075356
D;469869.4204753986
B;503306.5748850605
A;13829.89984843361
B;237677.29230655576
B;322004.16910042556
D;892695.2592373495
B;618960.6801246718
B;77503.68270605964
B;46831.62322849247
A;230312.67602344803
C;194634.38731673636
A;533061.0753448536
D;213475.13127712611
B;720515.0217208044
A;28499.860941645806
D;32134.019133049842
A;436110.56214606174
A;459337.10143335024
A;575145.1595389047
B;885048.4522465129
C;781157.1825211274
A;646178.4111998386
B;991046.5861654872
B;585563.8410029082
A;414936.878957785
C;809105.4337648452
D;307891.3234040701
A;489817.8317843462
B;177991.49373318846
C;617940.3315415835
A;644044.2735477466
C;65322.43675501714
D;452388.34190558933
A;118014.48270880991
B;37561.12967826024
C;581466.8583671564
C;890620.4039064238
C;243804.48867813777
A;543436.5140114964
B;314095.10204386554
A;352620.274772442
C;938144.112331801
B;177533.3852034785
A;566319.520402333
D;232127.23922873678
C;13568.900263096582
D;298103.0602650903
B;955238.2801084494
A;928368.7578693663
D;853314.3223853866
B;961642.7170001164
B;886792.5422978372
C;388574.001024096
A;851173.0746500992
A;194768.85824466115
C;492185.4583191219
B;920140.221512243
D;285559.62222119595
D;36130.39029302556
A;925068.1338917018
A;904618.7364259514
B;537856.7795030173
D;161792.74588821986
A;425640.50214584597
B;275251.6153173669
A;993594.6683501044
B;4453.94430914647
D;339831.14093303186
A;973104.1955593032
C;459425.13713271794
B;156683.50554767234
B;40234.67144809644
B;947688.5261403088
C;383935.49761806364
B;838977.3519143414
C;285424.5549794881
D;824416.7876395563
A;946585.7998925928
A;88406.03879471064
C;314598.3703197111
A;746237.4877815745
B;81666.48949104894
A;780647.2067363218
A;766445.9305900513
C;655348.4690643308
D;670116.2231601051
B;299129.6357220131
B;584858.6928819527
B;863658.7929759199
C;110199.31608394781
C;147668.27193107878
B;980099.1548446559
D;922000.7556888501
D;499952.17482308287
C;842848.8579552233
D;801704.4476364774
C;891161.4263797924
A;31254.3947230411
B;588158.5698871014
C;834122.3401581508
B;919953.4971758114
B;389510.431518304
D;268453.6569423488
A;754123.1916433448
A;39444.05457936091
A;510248.2491594005
C;745529.87613433
C;811969.8920467609
D;472389.7957669801
B;509708.12209914444
D;889212.9881294636
C;446444.8099056791
B;448753.23778528674
A;268743.8533385339
D;32955.44753217746
A;775410.9667431551
C;930393.5537899663
A;549313.0543976724
B;259201.82327658034
D;935887.1830252153
A;197048.43878169777
A;979253.1755621765
D;366882.8178953036
C;740856.312633185
C;514444.84019636817
A;153103.23613629467
B;996088.130592125
D;979295.790543189
D;858140.7907997996
D;688423.8691077038
C;172551.41741903662
C;785064.971817336
C;214533.79960004933
C;597201.5890772161
A;850092.3356574537
C;404013.91992459574
A;529445.5223341222
C;831496.0029786264
B;394983.9668381057
A;981873.9779001462
B;607988.758460485
C;473941.6410373061
C;254228.05480180902
D;515021.00828351383
D;413438.5257863232
C;299642.24290132837
D;832061.8448074984
A;838819.5909297242
B;179361.98477185558
C;980912.1085773783
C;764460.1263016382
B;558765.6487528153
D;365555.06607842754
C;893110.5213112739
D;764125.422122816
A;721739.6979403669
D;854922.3738482567
C;483257.2733682912
D;418317.5210491468
D;111968.35800157464
C;910026.0555241999
C;780908.3848220868
C;434725.70050548826
B;318941.8606469878
A;674837.872548165
D;186930.94629606468
D;945111.9804142723
D;627031.4554957863
B;968788.1495429997
B;86206.53815435412
B;679477.2141198533
C;7911.327531997552
A;597636.71937085
B;731708.5347603243
D;980193.9708396981
A;371625.270139266
C;772182.952198556
D;370277.17901471566
D;354624.55185657786
D;177953.2598411507
C;245674.70595585724
D;833574.485006306
C;991735.0006202711
B;551826.4621066845
A;609618.0290195588
B;575070.8650285666
A;614251.969404594
D;929383.2486126645
C;120336.31592069715
A;454691.6550061381
A;124046.74763125132
A;883615.0953809187
D;15713.522362632626
D;39011.10835571714
C;990874.8942565485
B;648111.9060610926
A;895429.5572629656
C;387546.38023717934
B;26832.539190688873
B;631430.870372725
D;68361.66782584327
B;239148.03026442043
D;856121.4780373386
A;975275.903525832
D;884126.1215388788
C;991773.7147095641
A;278967.60188106
D;857988.1151365668
D;151330.20609650397
C;723207.3838270289
B;701724.6099248371
D;783886.4629265557
A;531241.663205174
B;654752.1321631141
A;185955.21676797967
C;286356.1566944788
D;604528.2725072763
C;263.61396882335424
B;218824.43297103976
B;389534.56236110925
A;62871.39368627329
B;824092.8531773268
D;614891.6113936632
B;587208.5529721592
A;651390.9660837658
C;27273.35287476003
D;686146.9054215014
B;673226.5134346086
C;255213.11739637656
A;741398.836996481
D;638349.3425284476
C;387020.02590663644
C;815342.4061212172
A;73229.58495754597
C;239101.30437323704
C;101145.43049400301
A;400918.924636925
C;562983.4767143984
B;334233.42221658945
D;290569.2623358959
D;797763.7707883255
B;286514.3955042093
D;277636.244469575
A;797497.8651303573
A;692631.0011992889
D;495622.5610923999
C;982102.8576548318
D;66293.6945151027
A;823223.9413115779
D;936210.4278046417
B;140594.77515602278
C;57897.09019339904
B;228261.73023742207
B;623781.297707944
D;135757.08510550627
C;159096.5279747992
B;574558.1201876923
A;154386.1077670498
C;397396.95539110346
C;357549.4972649762
B;989064.233219605
D;500743.8340473692
D;774400.9779768611
B;558178.8764719492
A;664221.4750960034
A;173853.25247600823
B;907342.1853008785
B;68018.21276502273
A;418351.2447789814
A;243459.34602587004
C;150779.94436215184
B;790291.2737594236
B;450418.6070056255
B;53189.43745044041
A;329429.5290162422
A;454629.3298855791
C;73284.58678986986
D;823787.5679005202
D;611461.3608772391
A;160098.9152316805
A;382394.4233938813
C;934149.7236635988
D;851887.4491407186
B;964974.1503466328
B;293795.12816199986
B;607799.2834019038
D;420591.6275238072
C;599179.0810580614
D;106583.74798828401
C;377476.6389962488
B;328539.2183940637
B;640870.5988872886
B;230084.41668704915
A;484800.3506891032
B;31918.367502842102
C;563251.1425189323
D;932104.0498275412
B;99510.89513010738
D;813099.8301838269
C;300120.48062732327
B;797249.7596472356
D;535791.99960236
C;892401.6276729824
C;57304.59471174365
A;558531.0053336181
A;896413.6754199604
D;121393.988404438
C;549122.1378007425
B;144440.14476673646
A;437701.93259061436
B;602247.8268802075
A;200974.80872451328
B;881336.9498967833
C;654990.7960504773
C;695550.2809192259
B;719495.3283670028
C;183072.2385407298
C;448670.1814514353
B;89917.79766068519
A;420961.1878865734
B;19955.332777699197
A;314892.7660725752
D;572480.2284690702
A;89726.15931057831
A;127019.22088733932
A;102857.87866149159
A;82188.05948773227
C;467740.5275561601
C;837513.430755606
C;800412.9561835974
B;999948.2629655022
D;396051.9122040414
C;245075.26191287278
A;931494.8262947391
B;450951.35075102496
A;249301.4154910592
D;767625.9268802849
A;177831.43477127477
C;245841.7911598793
B;254624.30194300343
C;309035.9677185574
A;664408.9144957379
D;108963.2850399522
C;772412.4395262738
A;121865.59070120545
C;57008.918790019525
D;833353.4514698539
D;406281.6003375422
C;311233.14205897396
B;639147.1730806998
B;475681.59302398685
D;787729.3761355679
B;150775.39985499042
C;246106.87417856642
D;321915.00082059007
A;268789.0734667373
A;816734.4764098446
B;787427.213572985
A;74049.16342639293
C;236128.80605896658
B;12407.972900737577
A;350187.9532511129
B;28007.92523602151
A;119388.16963319111
A;90267.244251608
C;292202.9448959374
D;358311.4738712132
B;337846.09261165437
D;95754.96857116904
C;429483.30312565615
B;164858.2108640928
B;731306.8034634034
A;852179.9176983386
B;893482.8771391272
C;847746.7361760973
A;642185.9740452565
B;476918.01795612246
A;450843.15832572104
A;412519.60861602233
C;573826.7716929098
B;994681.7782687745
D;517820.26337548584
A;955921.413846498
C;885573.240556226
B;833774.5742637921
B;139293.71512993763
D;937342.5215757326
C;52480.881267840516
D;169245.93726010557
A;956751.3011574459
B;300754.9591445983
A;106087.84662434271
A;183464.19770723628
D;472698.2481133206
D;634757.4114833666
C;370146.6666095778
B;855031.2672428371
C;417254.2345245986
B;822697.6895175711
A;172332.1670119871
B;204114.09516511
D;163936.31697493774
A;571829.209577161
C;354090.6281644001
B;866221.9994460441
A;748218.7936438987
C;679649.9412213009
D;102070.9640915025
C;190619.71033910676
A;11936.232140137527
B;832780.1831314142
C;746718.9344177102
C;628787.5978624745
A;299360.6141469707
C;744538.967434892
A;728595.2915565255
C;56161.21828398897
B;580833.5400332867
B;82622.76398038899
B;489043.44261935184
B;265615.5135162184
A;411268.5699757356
C;534654.7719500153
D;759939.2407923351
A;171312.98670668347
D;824388.9184896422
D;951216.0899596908
C;879858.0301155223
C;605908.428564369
B;420850.64077004144
C;374732.4503119012
D;552134.1855023222
D;649052.8428557283
C;800168.8186153709
A;228372.56948201626
B;364995.7814259507
A;761378.2831776623
C;999782.4652333249
A;516868.8927547102
A;817702.5666030808
B;563572.9756903579
C;426368.14818154357
D;26462.33134362524
A;518659.2523509991
C;287988.0200472386
C;368693.05818060826
B;119024.85012715797
C;687355.4170300477
B;199006.07939000987
C;270769.81716982
A;602420.7563500893
D;514086.1573370115
C;968172.4656658514
D;681017.241476125
D;626229.9531990571
A;628960.0473108205
D;298912.39885203406
B;582869.2611726443
A;994387.3887393846
B;77998.3985921999
B;982158.3620637628
A;633832.2128655575
A;435329.098997101
A;843505.4037296048
A;725223.9801557116
B;558850.8304614931
C;773592.0547168184
B;960133.678900361
C;400955.5238422974
B;434478.42294426577
B;263534.7592956534
A;689581.1635116934
B;858259.5300341665
B;137152.49736188602
A;510437.9526525441
D;500913.8214601617
A;122924.61109096756
C;493259.8886983694
D;472687.0074516432
D;73607.66703301795
A;705093.3683836057
A;558373.9942010349
C;303151.1070632456
A;923845.0358544611
A;418754.157887462
C;811116.1559847622
B;759390.1066604241
C;161894.49105296133
D;596750.347944099
D;895880.4204097608
A;939679.708551741
D;388630.65078991145
B;722348.7158061529
D;632057.7337021971
B;832787.5529170079
B;730239.0003772061
B;840567.4554140824
A;402862.5785361405
C;559246.9243116236
C;775398.1764128823
A;819213.119209288
D;775675.9875693795
C;895485.308646731
B;988194.0338402735
A;696275.7226696302
A;818380.1867162054
B;757750.0781154713
B;632579.7701815177
C;775431.2381374959
B;44345.48692147974
A;77359.43380888972
A;114285.22825526953
D;273361.1381342722
B;100895.41321699174
C;225125.9599076115
A;790012.0886826551
D;486642.6205814754
C;805148.5166280568
A;654710.01812956
A;279477.9787562391
B;39842.56741062759
C;173849.18142561053
C;120013.9594999891
C;48748.19921027887
C;342028.6570593073
D;976453.851950726
B;69845.96520121567
B;524955.7219321756
D;713267.8724285486
B;297673.85365081957
A;7445.806849304846
B;888315.7972634071
C;634716.1519210006
D;33111.57897087072
